layer,group,pair,jaccard_mean,jaccard_std,cosine_mean,cosine_std,n_sentences
0,fr_group,cs_fr_vs_french,0.6952801994572443,0.05111833523192304,0.9030917048454284,0.0383382549384438,5
0,fr_group,cs_fr_vs_english,0.5683114334526929,0.018464110840877294,0.8071707725524903,0.023720116132962196,5
0,fr_group,french_vs_english,0.47851622714251285,0.03542950689629998,0.6581315040588379,0.0597986847362444,5
0,hi_group,cs_hi_vs_hindi,0.7613891636653719,0.041697885236998126,0.9315189480781555,0.02194251373074783,5
0,hi_group,cs_hi_vs_english,0.4440704143289354,0.022540165505949495,0.5342388689517975,0.0451479475009402,5
0,hi_group,hindi_vs_english,0.3890626465530405,0.014464920699836419,0.36191132068634035,0.0398584871421177,5
0,cross_cs,cs_fr_vs_cs_hi,0.47499021356952786,0.015619168620512689,0.6419830799102784,0.029782841926364833,5
1,fr_group,cs_fr_vs_french,0.7240255002347811,0.053578265079634806,0.95903639793396,0.0184625158916868,5
1,fr_group,cs_fr_vs_english,0.597904922010125,0.009794086670669572,0.9377917051315308,0.012779395314912276,5
1,fr_group,french_vs_english,0.5381999343954348,0.03365605984818086,0.8841288566589356,0.03252231298385958,5
1,hi_group,cs_hi_vs_hindi,0.7170204519652559,0.03564088948900485,0.9546302318572998,0.010402261880112415,5
1,hi_group,cs_hi_vs_english,0.5218182307320512,0.022005663599731978,0.8941763162612915,0.02303859813350286,5
1,hi_group,hindi_vs_english,0.4600758353696312,0.01885857277812084,0.8135777950286865,0.020139104924283727,5
1,cross_cs,cs_fr_vs_cs_hi,0.5233929707518964,0.023294888079158936,0.8915113210678101,0.01914239376774039,5
2,fr_group,cs_fr_vs_french,0.676708416572086,0.058314448499252505,0.8832761168479919,0.06210101862459671,5
2,fr_group,cs_fr_vs_english,0.5651970615526338,0.02639036394696991,0.8308278083801269,0.04682650564043791,5
2,fr_group,french_vs_english,0.5142815430408787,0.03898095885465364,0.7277831435203552,0.08481866376862417,5
2,hi_group,cs_hi_vs_hindi,0.700246856309289,0.05306641385236596,0.8481313586235046,0.04698497545853608,5
2,hi_group,cs_hi_vs_english,0.4436466023570542,0.026557009127026323,0.6339977741241455,0.03993874503122668,5
2,hi_group,hindi_vs_english,0.403974658418709,0.015551326851546777,0.37924555540084837,0.01990360500795323,5
2,cross_cs,cs_fr_vs_cs_hi,0.44357803688803255,0.016222663028488238,0.6348116278648377,0.03045986284370877,5
3,fr_group,cs_fr_vs_french,0.8550224415385284,0.01768317044688637,0.999938714504242,3.6423801005381124e-05,5
3,fr_group,cs_fr_vs_english,0.6315936724330029,0.009675665414663068,0.9994701147079468,0.00010919512359178909,5
3,fr_group,french_vs_english,0.6171102879826766,0.012116660623414828,0.999403464794159,0.00013798312491080953,5
3,hi_group,cs_hi_vs_hindi,0.7252914097571316,0.03446874894617891,0.9989097952842713,0.00046342098917075635,5
3,hi_group,cs_hi_vs_english,0.5263952250913628,0.03701806463031644,0.9982382178306579,0.0017014701784148498,5
3,hi_group,hindi_vs_english,0.4545020600484543,0.025778489448380685,0.995954954624176,0.0030281673970444355,5
3,cross_cs,cs_fr_vs_cs_hi,0.5315120390638863,0.04014227861636149,0.9982455611228943,0.001623896889343883,5
4,fr_group,cs_fr_vs_french,0.7615242210533328,0.03623167893781285,0.9952061295509338,0.004081686105035287,5
4,fr_group,cs_fr_vs_english,0.7147342617362346,0.03826805871275719,0.9930871367454529,0.00685907339089026,5
4,fr_group,french_vs_english,0.6660740988391186,0.03294056098335067,0.9900356531143188,0.007736830520396947,5
4,hi_group,cs_hi_vs_hindi,0.6696497686093983,0.05581305839499735,0.9584884405136108,0.012600329474141265,5
4,hi_group,cs_hi_vs_english,0.5416440008272438,0.046142093620589915,0.9512169361114502,0.06477689497156977,5
4,hi_group,hindi_vs_english,0.4187716519880115,0.025610447527555223,0.8722710490226746,0.08763058342446153,5
4,cross_cs,cs_fr_vs_cs_hi,0.562452904763033,0.046420014849708945,0.9564216613769532,0.05714879983474381,5
5,fr_group,cs_fr_vs_french,0.7064194465047133,0.04848060367008401,0.9673735737800598,0.007178763171391206,5
5,fr_group,cs_fr_vs_english,0.6129085772726235,0.03507293719845395,0.9483803033828735,0.01171722345525691,5
5,fr_group,french_vs_english,0.5690025190700505,0.04289350914770023,0.9233955264091491,0.010001167883279193,5
5,hi_group,cs_hi_vs_hindi,0.6866400826287599,0.056936697296769895,0.8461978673934937,0.06440547232317138,5
5,hi_group,cs_hi_vs_english,0.435370314472504,0.023383172048512996,0.7079187750816345,0.0861798140040487,5
5,hi_group,hindi_vs_english,0.38882243920968756,0.016546217167482592,0.45005268454551695,0.0674668973432133,5
5,cross_cs,cs_fr_vs_cs_hi,0.4677333908660738,0.0229512166650545,0.7456297159194947,0.06754488666154526,5
6,fr_group,cs_fr_vs_french,0.6850726226917617,0.034381768677504324,0.8786059141159057,0.017812017100399098,5
6,fr_group,cs_fr_vs_english,0.5799313941380005,0.02173818717268876,0.791770088672638,0.05571143508710044,5
6,fr_group,french_vs_english,0.5259315096379416,0.034385742230152484,0.6772985100746155,0.041874066543978745,5
6,hi_group,cs_hi_vs_hindi,0.6706468509513481,0.05567851914570428,0.7470527410507202,0.10290115410789044,5
6,hi_group,cs_hi_vs_english,0.41415711651108894,0.022176537297861725,0.2822759926319122,0.08430921144281785,5
6,hi_group,hindi_vs_english,0.3606646746437905,0.013332725783874818,-0.13660057671368123,0.14165723111747244,5
6,cross_cs,cs_fr_vs_cs_hi,0.4382984370595011,0.003380029102894704,0.39823278188705447,0.03906134965588838,5
7,fr_group,cs_fr_vs_french,0.6943946932464045,0.022372085104413485,0.8809108138084412,0.02851841980136812,5
7,fr_group,cs_fr_vs_english,0.6098093377919014,0.025623736790148215,0.7888411760330201,0.039007454613771,5
7,fr_group,french_vs_english,0.5614386947006194,0.02012241879489146,0.7277069211006164,0.04009323633417299,5
7,hi_group,cs_hi_vs_hindi,0.6449451050682665,0.0435099989664622,0.8088637828826905,0.04297718158784651,5
7,hi_group,cs_hi_vs_english,0.44762168631695226,0.0137449096890461,0.5275676429271698,0.07347344768259195,5
7,hi_group,hindi_vs_english,0.3878061518092295,0.012851584020545778,0.32724807858467103,0.07313193538915984,5
7,cross_cs,cs_fr_vs_cs_hi,0.46462785101073845,0.004765798553330139,0.571932053565979,0.059671597748487924,5
8,fr_group,cs_fr_vs_french,0.69528458847603,0.03010770629560633,0.9119130730628967,0.018606009952094337,5
8,fr_group,cs_fr_vs_english,0.6053519078431511,0.030075117819723978,0.8396536231040954,0.03817876673286008,5
8,fr_group,french_vs_english,0.5691363440864106,0.023308871589943065,0.8084993720054626,0.022770311186355193,5
8,hi_group,cs_hi_vs_hindi,0.6590353525263623,0.03877032494926346,0.8585430264472962,0.025937409219643704,5
8,hi_group,cs_hi_vs_english,0.4583361038130369,0.00904216081248006,0.649430799484253,0.05771060915125687,5
8,hi_group,hindi_vs_english,0.4024873270069211,0.011797029320695691,0.5109868824481965,0.060686182695184776,5
8,cross_cs,cs_fr_vs_cs_hi,0.4864506104959328,0.007001092651236782,0.6872016787528992,0.051064955550095985,5
9,fr_group,cs_fr_vs_french,0.771756323802475,0.036475402514937263,0.9371963500976562,0.0184203239753826,5
9,fr_group,cs_fr_vs_english,0.664433739077032,0.03550484101374031,0.854310941696167,0.029344567790911796,5
9,fr_group,french_vs_english,0.6588779730903128,0.035652308157070565,0.8454323887825013,0.02630469315008114,5
9,hi_group,cs_hi_vs_hindi,0.7209785697271789,0.019143072489895857,0.8689138412475585,0.03419132832160457,5
9,hi_group,cs_hi_vs_english,0.5327175225324084,0.03740740492894931,0.6434639453887939,0.057360264465221605,5
9,hi_group,hindi_vs_english,0.48741079772153145,0.024259871831347587,0.47143160700798037,0.0751517936824063,5
9,cross_cs,cs_fr_vs_cs_hi,0.5582940015847522,0.022824605097568805,0.6772356867790222,0.02363456524196577,5
10,fr_group,cs_fr_vs_french,0.751541696732725,0.03558637804902632,0.9191545009613037,0.02212108522214245,5
10,fr_group,cs_fr_vs_english,0.6511978433945027,0.03879315070243136,0.8232775807380677,0.03504183653331404,5
10,fr_group,french_vs_english,0.6388877025225479,0.03844942820969248,0.8165696263313293,0.03813273216713493,5
10,hi_group,cs_hi_vs_hindi,0.670924299230413,0.036163494291003684,0.83241206407547,0.04288496146992257,5
10,hi_group,cs_hi_vs_english,0.5148028074606444,0.03222003226856447,0.6202021598815918,0.061238537476261894,5
10,hi_group,hindi_vs_english,0.45717031671446196,0.026099470558195365,0.4986635684967041,0.06585499175441238,5
10,cross_cs,cs_fr_vs_cs_hi,0.5369064919858457,0.022955929859010592,0.669773519039154,0.02373330700748693,5
11,fr_group,cs_fr_vs_french,0.7526482776897406,0.02635834840636304,0.9288988709449768,0.02216294723725935,5
11,fr_group,cs_fr_vs_english,0.653834294076134,0.029830591576301285,0.8649689435958863,0.034164052978204934,5
11,fr_group,french_vs_english,0.6531099471954412,0.04046103431193827,0.8637143731117248,0.023695780090801803,5
11,hi_group,cs_hi_vs_hindi,0.6510243209291617,0.05245242034417402,0.7507346153259278,0.08677687766447008,5
11,hi_group,cs_hi_vs_english,0.524451609335133,0.015941407744027355,0.6889321684837342,0.07693366390152827,5
11,hi_group,hindi_vs_english,0.46885584811082015,0.011526987447998998,0.4052672326564789,0.052635975295782816,5
11,cross_cs,cs_fr_vs_cs_hi,0.5478877869699881,0.013546669205353003,0.7228965997695923,0.04005751976721508,5
12,fr_group,cs_fr_vs_french,0.7326875562410129,0.03709317311906562,0.9022596478462219,0.040958691590680246,5
12,fr_group,cs_fr_vs_english,0.6315750861095865,0.04505912717422254,0.8322232723236084,0.05719146652917506,5
12,fr_group,french_vs_english,0.6279329216872912,0.05411368894401002,0.7892393589019775,0.06873761797120856,5
12,hi_group,cs_hi_vs_hindi,0.6484362520080784,0.044698984092421686,0.6739543080329895,0.1382903295484599,5
12,hi_group,cs_hi_vs_english,0.4952882593724925,0.01817773418377559,0.5306180834770202,0.11785812903866155,5
12,hi_group,hindi_vs_english,0.44026517723221686,0.020797575610773153,0.11700573936104774,0.059771380430729465,5
12,cross_cs,cs_fr_vs_cs_hi,0.522668670293513,0.02009641960492232,0.601020234823227,0.08968491773241513,5
13,fr_group,cs_fr_vs_french,0.7732813008935702,0.035277612628595446,0.9471015214920044,0.016063719676593348,5
13,fr_group,cs_fr_vs_english,0.6665817493773007,0.05250754326182472,0.8727847695350647,0.04211511344830137,5
13,fr_group,french_vs_english,0.6738720136710337,0.06399519383760649,0.8749408602714539,0.04993721752592392,5
13,hi_group,cs_hi_vs_hindi,0.671389196951453,0.042725455106366786,0.8173144698143006,0.05059443111870079,5
13,hi_group,cs_hi_vs_english,0.5422864446341908,0.026078230544724232,0.7239314317703247,0.05168960479383175,5
13,hi_group,hindi_vs_english,0.4947191105869492,0.026995143235311568,0.5711199522018433,0.03771424314180834,5
13,cross_cs,cs_fr_vs_cs_hi,0.5773276058123535,0.03129671346930425,0.7723246812820435,0.04267831907927835,5
14,fr_group,cs_fr_vs_french,0.7528781893236605,0.04303755978838884,0.9080382585525513,0.03364141406061117,5
14,fr_group,cs_fr_vs_english,0.634475656731814,0.061937763145389166,0.7830792784690856,0.0901604765417609,5
14,fr_group,french_vs_english,0.6279298052750193,0.06717034958432419,0.767456591129303,0.10632744743999223,5
14,hi_group,cs_hi_vs_hindi,0.6773138752679818,0.03733847183342455,0.7987449526786804,0.048822185769231925,5
14,hi_group,cs_hi_vs_english,0.5030913825700454,0.028654926365598195,0.5432472467422486,0.026502863230814667,5
14,hi_group,hindi_vs_english,0.45095975386585535,0.021858755955579394,0.34966012835502625,0.05407550487936603,5
14,cross_cs,cs_fr_vs_cs_hi,0.5291565723010007,0.028326153379138342,0.6018208265304565,0.03661430510125812,5
15,fr_group,cs_fr_vs_french,0.7328728133257745,0.02913916150687545,0.9283904075622559,0.022918105972090916,5
15,fr_group,cs_fr_vs_english,0.6458132736566193,0.0570318828437755,0.8652901411056518,0.02841143596226472,5
15,fr_group,french_vs_english,0.6426989592445698,0.06629664927007611,0.8592825174331665,0.04223681065190253,5
15,hi_group,cs_hi_vs_hindi,0.64389378056551,0.04377834719257103,0.7807980418205261,0.03482766471765155,5
15,hi_group,cs_hi_vs_english,0.5056651671149508,0.037169093010949596,0.6396150112152099,0.10699056766390522,5
15,hi_group,hindi_vs_english,0.4619260879039154,0.021761679704569215,0.4705296516418457,0.03550652010583657,5
15,cross_cs,cs_fr_vs_cs_hi,0.5370273202350001,0.03169122634037553,0.707887840270996,0.07342296237965595,5
16,fr_group,cs_fr_vs_french,0.7113351557392387,0.03368434628854574,0.8606879472732544,0.03351602396088482,5
16,fr_group,cs_fr_vs_english,0.6276129403245729,0.06045923075348781,0.7516345143318176,0.08093522510832168,5
16,fr_group,french_vs_english,0.6098086309907412,0.0681374262584433,0.7283554911613465,0.10065659309615188,5
16,hi_group,cs_hi_vs_hindi,0.6414129821600388,0.03829559455296119,0.7541837215423584,0.05386598243767494,5
16,hi_group,cs_hi_vs_english,0.4862125912684642,0.026998435512074207,0.4377795934677124,0.05819799895658145,5
16,hi_group,hindi_vs_english,0.445770230451956,0.02149425482494214,0.3191979169845581,0.039698550201845796,5
